,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,date
10227,10228,2011,3,3,3,10.0,-14,0.0,1028.0,0,102.81,0,0,2011-03-03 03:00:00
10228,10229,2011,3,3,4,8.0,-14,-1.0,1028.0,0,107.73,0,0,2011-03-03 04:00:00
10229,10230,2011,3,3,5,8.0,-14,-2.0,1028.0,0,110.86,0,0,2011-03-03 05:00:00
10230,10231,2011,3,3,6,9.0,-14,-2.0,1028.0,0,114.88,0,0,2011-03-03 06:00:00
10231,10232,2011,3,3,7,10.0,-14,-1.0,1028.0,0,119.8,0,0,2011-03-03 07:00:00
10232,10233,2011,3,3,8,13.0,-15,1.0,1029.0,0,124.72,0,0,2011-03-03 08:00:00
10233,10234,2011,3,3,9,13.0,-16,3.0,1029.0,0,130.53,0,0,2011-03-03 09:00:00
10234,10235,2011,3,3,10,26.0,-16,4.0,1029.0,0,137.68,0,0,2011-03-03 10:00:00
10235,10236,2011,3,3,11,15.0,-17,6.0,1028.0,0,144.83,0,0,2011-03-03 11:00:00
10236,10237,2011,3,3,12,19.0,-17,6.0,1028.0,0,151.98,0,0,2011-03-03 12:00:00
10237,10238,2011,3,3,13,18.0,-17,7.0,1027.0,0,159.13,0,0,2011-03-03 13:00:00
10238,10239,2011,3,3,14,16.0,-17,8.0,1026.0,0,166.28,0,0,2011-03-03 14:00:00
10239,10240,2011,3,3,15,15.0,-17,9.0,1025.0,0,172.09,0,0,2011-03-03 15:00:00
10240,10241,2011,3,3,16,12.0,-16,9.0,1025.0,0,179.24,0,0,2011-03-03 16:00:00
10241,10242,2011,3,3,17,17.0,-15,9.0,1024.0,0,185.05,0,0,2011-03-03 17:00:00
10242,10243,2011,3,3,18,9.0,-15,8.0,1024.0,0,189.97,0,0,2011-03-03 18:00:00
10243,10244,2011,3,3,19,9.0,-14,7.0,1025.0,0,195.78,0,0,2011-03-03 19:00:00
10244,10245,2011,3,3,20,11.0,-14,6.0,1025.0,0,200.7,0,0,2011-03-03 20:00:00
10245,10246,2011,3,3,21,37.0,-14,6.0,1026.0,0,205.62,0,0,2011-03-03 21:00:00
10246,10247,2011,3,3,22,36.0,-13,5.0,1026.0,3,3.13,0,0,2011-03-03 22:00:00
10247,10248,2011,3,3,23,40.0,-13,4.0,1025.0,0,3.13,0,0,2011-03-03 23:00:00
10248,10249,2011,3,4,0,43.0,-13,3.0,1025.0,0,6.26,0,0,2011-03-04 00:00:00
10249,10250,2011,3,4,1,48.0,-10,-2.0,1026.0,1,0.89,0,0,2011-03-04 01:00:00
10250,10251,2011,3,4,2,46.0,-10,-2.0,1026.0,1,1.34,0,0,2011-03-04 02:00:00
10251,10252,2011,3,4,3,45.0,-10,-3.0,1025.0,1,2.23,0,0,2011-03-04 03:00:00
10252,10253,2011,3,4,4,46.0,-10,-5.0,1025.0,0,1.79,0,0,2011-03-04 04:00:00
10253,10254,2011,3,4,5,52.0,-10,-3.0,1025.0,0,2.68,0,0,2011-03-04 05:00:00
10254,10255,2011,3,4,6,69.0,-10,-5.0,1025.0,2,0.89,0,0,2011-03-04 06:00:00
10255,10256,2011,3,4,7,105.0,-10,-3.0,1025.0,3,1.79,0,0,2011-03-04 07:00:00
10256,10257,2011,3,4,8,83.0,-9,-1.0,1025.0,2,0.89,0,0,2011-03-04 08:00:00
10257,10258,2011,3,4,9,51.0,-10,4.0,1025.0,1,0.89,0,0,2011-03-04 09:00:00
10258,10259,2011,3,4,10,43.0,-12,5.0,1025.0,0,1.79,0,0,2011-03-04 10:00:00
10259,10260,2011,3,4,11,57.0,-12,8.0,1025.0,1,0.89,0,0,2011-03-04 11:00:00
10260,10261,2011,3,4,12,57.0,-13,9.0,1024.0,0,1.79,0,0,2011-03-04 12:00:00
10261,10262,2011,3,4,13,55.0,-12,10.0,1022.0,1,0.89,0,0,2011-03-04 13:00:00
10262,10263,2011,3,4,14,51.0,-13,12.0,1021.0,1,2.68,0,0,2011-03-04 14:00:00
10263,10264,2011,3,4,15,46.0,-14,12.0,1020.0,3,3.13,0,0,2011-03-04 15:00:00
10264,10265,2011,3,4,16,42.0,-14,11.0,1019.0,3,8.05,0,0,2011-03-04 16:00:00
10265,10266,2011,3,4,17,55.0,-13,11.0,1019.0,3,12.07,0,0,2011-03-04 17:00:00
10266,10267,2011,3,4,18,58.0,-12,8.0,1019.0,3,16.09,0,0,2011-03-04 18:00:00
10267,10268,2011,3,4,19,68.0,-10,7.0,1020.0,3,17.88,0,0,2011-03-04 19:00:00
10268,10269,2011,3,4,20,91.0,-10,6.0,1020.0,3,19.67,0,0,2011-03-04 20:00:00
10269,10270,2011,3,4,21,89.0,-9,6.0,1020.0,3,21.46,0,0,2011-03-04 21:00:00
10270,10271,2011,3,4,22,59.0,-9,5.0,1020.0,3,25.48,0,0,2011-03-04 22:00:00
10271,10272,2011,3,4,23,66.0,-9,5.0,1019.0,3,29.5,0,0,2011-03-04 23:00:00
10272,10273,2011,3,5,0,69.0,-8,6.0,1018.0,3,34.42,0,0,2011-03-05 00:00:00
10273,10274,2011,3,5,1,56.0,-8,6.0,1018.0,3,39.34,0,0,2011-03-05 01:00:00
10274,10275,2011,3,5,2,61.0,-8,5.0,1018.0,3,43.36,0,0,2011-03-05 02:00:00
10275,10276,2011,3,5,3,62.0,-7,5.0,1017.0,3,47.38,0,0,2011-03-05 03:00:00
10276,10277,2011,3,5,4,74.0,-7,5.0,1018.0,3,52.3,0,0,2011-03-05 04:00:00
10277,10278,2011,3,5,5,82.0,1,5.0,1017.0,3,55.43,0,0,2011-03-05 05:00:00
10278,10279,2011,3,5,6,77.0,-5,4.0,1016.0,3,57.22,0,0,2011-03-05 06:00:00
10279,10280,2011,3,5,7,82.0,-5,2.0,1016.0,3,58.11,0,0,2011-03-05 07:00:00
10280,10281,2011,3,5,8,79.0,-4,4.0,1017.0,3,61.24,0,0,2011-03-05 08:00:00
10281,10282,2011,3,5,9,91.0,-5,6.0,1017.0,3,64.37,0,0,2011-03-05 09:00:00
10282,10283,2011,3,5,10,96.0,-5,7.0,1017.0,1,0.89,0,0,2011-03-05 10:00:00
10283,10284,2011,3,5,11,109.0,-5,8.0,1017.0,1,1.78,0,0,2011-03-05 11:00:00
10284,10285,2011,3,5,12,106.0,-5,9.0,1016.0,1,2.67,0,0,2011-03-05 12:00:00
10285,10286,2011,3,5,13,109.0,-4,11.0,1015.0,1,4.46,0,0,2011-03-05 13:00:00
10286,10287,2011,3,5,14,136.0,-4,12.0,1014.0,3,3.13,0,0,2011-03-05 14:00:00
10287,10288,2011,3,5,15,133.0,-4,13.0,1014.0,3,7.15,0,0,2011-03-05 15:00:00
10288,10289,2011,3,5,16,92.0,-5,13.0,1014.0,3,11.17,0,0,2011-03-05 16:00:00
10289,10290,2011,3,5,17,90.0,-5,13.0,1014.0,3,12.96,0,0,2011-03-05 17:00:00
10290,10291,2011,3,5,18,92.0,-5,10.0,1015.0,1,0.89,0,0,2011-03-05 18:00:00
10291,10292,2011,3,5,19,108.0,-4,7.0,1016.0,2,1.79,0,0,2011-03-05 19:00:00
10292,10293,2011,3,5,20,122.0,-5,6.0,1017.0,1,0.89,0,0,2011-03-05 20:00:00
10293,10294,2011,3,5,21,130.0,-4,4.0,1018.0,0,1.79,0,0,2011-03-05 21:00:00
10294,10295,2011,3,5,22,142.0,-4,3.0,1019.0,1,0.89,0,0,2011-03-05 22:00:00
10295,10296,2011,3,5,23,129.0,-9,6.0,1020.0,0,3.13,0,0,2011-03-05 23:00:00
10296,10297,2011,3,6,0,55.0,-11,6.0,1021.0,0,6.26,0,0,2011-03-06 00:00:00
10297,10298,2011,3,6,1,20.0,-12,7.0,1021.0,0,9.39,0,0,2011-03-06 01:00:00
10298,10299,2011,3,6,2,15.0,-12,8.0,1021.0,0,14.31,0,0,2011-03-06 02:00:00
10299,10300,2011,3,6,3,14.0,-12,7.0,1022.0,0,21.46,0,0,2011-03-06 03:00:00
10300,10301,2011,3,6,4,12.0,-11,7.0,1022.0,0,31.29,0,0,2011-03-06 04:00:00
10301,10302,2011,3,6,5,12.0,-10,6.0,1022.0,0,40.23,0,0,2011-03-06 05:00:00
10302,10303,2011,3,6,6,24.0,-10,5.0,1024.0,0,51.41,0,0,2011-03-06 06:00:00
10303,10304,2011,3,6,7,6.0,-10,5.0,1025.0,0,58.56,0,0,2011-03-06 07:00:00
10304,10305,2011,3,6,8,19.0,-10,5.0,1026.0,0,63.48,0,0,2011-03-06 08:00:00
10305,10306,2011,3,6,9,13.0,-10,5.0,1026.0,0,67.5,0,0,2011-03-06 09:00:00
10306,10307,2011,3,6,10,18.0,-11,7.0,1026.0,0,74.65,0,0,2011-03-06 10:00:00
10307,10308,2011,3,6,11,14.0,-13,8.0,1026.0,2,7.15,0,0,2011-03-06 11:00:00
10308,10309,2011,3,6,12,16.0,-16,10.0,1026.0,0,8.94,0,0,2011-03-06 12:00:00
10309,10310,2011,3,6,13,15.0,-16,10.0,1024.0,2,5.81,0,0,2011-03-06 13:00:00
10310,10311,2011,3,6,14,11.0,-16,11.0,1023.0,0,5.81,0,0,2011-03-06 14:00:00
10311,10312,2011,3,6,15,12.0,-16,11.0,1024.0,0,11.62,0,0,2011-03-06 15:00:00
10312,10313,2011,3,6,16,17.0,-17,11.0,1023.0,2,4.92,0,0,2011-03-06 16:00:00
10313,10314,2011,3,6,17,14.0,-17,10.0,1023.0,2,8.94,0,0,2011-03-06 17:00:00
10314,10315,2011,3,6,18,10.0,-17,9.0,1023.0,0,7.15,0,0,2011-03-06 18:00:00
10315,10316,2011,3,6,19,7.0,-16,7.0,1024.0,0,12.96,0,0,2011-03-06 19:00:00
10316,10317,2011,3,6,20,7.25,-16,4.0,1025.0,0,17.88,0,0,2011-03-06 20:00:00
10317,10318,2011,3,6,21,7.5,-18,5.0,1026.0,0,22.8,0,0,2011-03-06 21:00:00
10318,10319,2011,3,6,22,7.75,-18,4.0,1026.0,0,25.93,0,0,2011-03-06 22:00:00
10319,10320,2011,3,6,23,8.0,-16,1.0,1027.0,0,27.72,0,0,2011-03-06 23:00:00
10320,10321,2011,3,7,0,8.25,-15,3.0,1027.0,0,30.85,0,0,2011-03-07 00:00:00
10321,10322,2011,3,7,1,8.5,-13,2.0,1027.0,0,32.64,0,0,2011-03-07 01:00:00
10322,10323,2011,3,7,2,8.75,-13,4.0,1026.0,0,37.56,0,0,2011-03-07 02:00:00
10323,10324,2011,3,7,3,9.0,-14,3.0,1026.0,0,44.71,0,0,2011-03-07 03:00:00
10324,10325,2011,3,7,4,11.0,-15,3.0,1026.0,0,50.52,0,0,2011-03-07 04:00:00
10325,10326,2011,3,7,5,20.0,-15,1.0,1026.0,1,0.89,0,0,2011-03-07 05:00:00
10326,10327,2011,3,7,6,14.0,-16,1.0,1026.0,0,4.02,0,0,2011-03-07 06:00:00
10327,10328,2011,3,7,7,16.0,-16,2.0,1026.0,0,8.94,0,0,2011-03-07 07:00:00
10328,10329,2011,3,7,8,21.0,-14,4.0,1027.0,0,16.09,0,0,2011-03-07 08:00:00
10329,10330,2011,3,7,9,17.0,-14,5.0,1027.0,0,24.14,0,0,2011-03-07 09:00:00
10330,10331,2011,3,7,10,15.0,-14,7.0,1026.0,0,32.19,0,0,2011-03-07 10:00:00
10331,10332,2011,3,7,11,15.0,-14,8.0,1025.0,0,39.34,0,0,2011-03-07 11:00:00
10332,10333,2011,3,7,12,19.0,-14,9.0,1024.0,0,47.39,0,0,2011-03-07 12:00:00
10333,10334,2011,3,7,13,15.0,-14,10.0,1022.0,0,55.44,0,0,2011-03-07 13:00:00
10334,10335,2011,3,7,14,12.0,-14,11.0,1021.0,0,62.59,0,0,2011-03-07 14:00:00
10335,10336,2011,3,7,15,22.0,-14,10.0,1020.0,0,72.42,0,0,2011-03-07 15:00:00
10336,10337,2011,3,7,16,16.0,-17,10.0,1020.0,0,81.36,0,0,2011-03-07 16:00:00
10337,10338,2011,3,7,17,22.0,-18,10.0,1020.0,0,90.3,0,0,2011-03-07 17:00:00
10338,10339,2011,3,7,18,9.0,-17,9.0,1020.0,0,99.24,0,0,2011-03-07 18:00:00
10339,10340,2011,3,7,19,16.0,-16,7.0,1020.0,0,104.16,0,0,2011-03-07 19:00:00
10340,10341,2011,3,7,20,23.0,-15,7.0,1020.0,0,108.18,0,0,2011-03-07 20:00:00
10341,10342,2011,3,7,21,46.0,-15,4.0,1020.0,0,109.97,0,0,2011-03-07 21:00:00
10342,10343,2011,3,7,22,35.0,-15,6.0,1021.0,0,114.89,0,0,2011-03-07 22:00:00
10343,10344,2011,3,7,23,33.0,-15,5.0,1021.0,0,122.04,0,0,2011-03-07 23:00:00
10344,10345,2011,3,8,0,29.0,-16,5.0,1022.0,0,129.19,0,0,2011-03-08 00:00:00
10345,10346,2011,3,8,1,25.0,-17,4.0,1022.0,0,135.0,0,0,2011-03-08 01:00:00
10346,10347,2011,3,8,2,10.0,-16,2.0,1021.0,0,139.92,0,0,2011-03-08 02:00:00
10347,10348,2011,3,8,3,11.0,-18,4.0,1021.0,0,147.97,0,0,2011-03-08 03:00:00
10348,10349,2011,3,8,4,13.0,-16,3.0,1022.0,0,153.78,0,0,2011-03-08 04:00:00
10349,10350,2011,3,8,5,14.0,-15,2.0,1022.0,0,158.7,0,0,2011-03-08 05:00:00
10350,10351,2011,3,8,6,18.0,-15,2.0,1023.0,0,164.51,0,0,2011-03-08 06:00:00
10351,10352,2011,3,8,7,16.0,-15,2.0,1023.0,0,170.32,0,0,2011-03-08 07:00:00
10352,10353,2011,3,8,8,21.0,-16,4.0,1024.0,0,178.37,0,0,2011-03-08 08:00:00
10353,10354,2011,3,8,9,19.0,-15,5.0,1024.0,0,185.52,0,0,2011-03-08 09:00:00
10354,10355,2011,3,8,10,20.0,-15,5.0,1024.0,2,4.92,0,0,2011-03-08 10:00:00
10355,10356,2011,3,8,11,16.0,-16,6.0,1024.0,2,8.94,0,0,2011-03-08 11:00:00
10356,10357,2011,3,8,12,17.0,-17,8.0,1023.0,1,1.79,0,0,2011-03-08 12:00:00
10357,10358,2011,3,8,13,19.0,-18,8.0,1022.0,0,3.13,0,0,2011-03-08 13:00:00
10358,10359,2011,3,8,14,16.0,-17,9.0,1021.0,1,1.79,0,0,2011-03-08 14:00:00
10359,10360,2011,3,8,15,21.0,-16,8.0,1021.0,3,3.13,0,0,2011-03-08 15:00:00
10360,10361,2011,3,8,16,24.0,-16,9.0,1021.0,3,4.92,0,0,2011-03-08 16:00:00
10361,10362,2011,3,8,17,24.0,-16,9.0,1021.0,1,0.89,0,0,2011-03-08 17:00:00
10362,10363,2011,3,8,18,16.0,-15,7.0,1021.0,2,3.13,0,0,2011-03-08 18:00:00
10363,10364,2011,3,8,19,15.0,-17,6.0,1023.0,0,3.13,0,0,2011-03-08 19:00:00
10364,10365,2011,3,8,20,18.0,-19,7.0,1024.0,0,8.05,0,0,2011-03-08 20:00:00
10365,10366,2011,3,8,21,14.0,-18,5.0,1025.0,0,11.18,0,0,2011-03-08 21:00:00
10366,10367,2011,3,8,22,10.0,-17,6.0,1026.0,0,16.1,0,0,2011-03-08 22:00:00
10367,10368,2011,3,8,23,7.0,-17,5.0,1027.0,0,24.15,0,0,2011-03-08 23:00:00
10368,10369,2011,3,9,0,6.5,-16,4.0,1028.0,0,29.07,0,0,2011-03-09 00:00:00
10369,10370,2011,3,9,1,6.0,-16,4.0,1029.0,0,36.22,0,0,2011-03-09 01:00:00
10370,10371,2011,3,9,2,7.0,-16,3.0,1030.0,0,42.03,0,0,2011-03-09 02:00:00
10371,10372,2011,3,9,3,7.0,-16,2.0,1029.0,0,47.84,0,0,2011-03-09 03:00:00
10372,10373,2011,3,9,4,9.0,-16,2.0,1030.0,0,53.65,0,0,2011-03-09 04:00:00
10373,10374,2011,3,9,5,10.0,-15,2.0,1030.0,0,58.57,0,0,2011-03-09 05:00:00
10374,10375,2011,3,9,6,19.0,-14,-2.0,1030.0,0,61.7,0,0,2011-03-09 06:00:00
10375,10376,2011,3,9,7,31.0,-12,1.0,1031.0,2,0.89,0,0,2011-03-09 07:00:00
10376,10377,2011,3,9,8,35.0,-14,2.0,1031.0,2,2.68,0,0,2011-03-09 08:00:00
10377,10378,2011,3,9,9,34.0,-15,5.0,1031.0,0,1.79,0,0,2011-03-09 09:00:00
10378,10379,2011,3,9,10,21.0,-16,6.0,1031.0,0,3.58,0,0,2011-03-09 10:00:00
10379,10380,2011,3,9,11,19.0,-16,8.0,1030.0,0,6.71,0,0,2011-03-09 11:00:00
10380,10381,2011,3,9,12,15.0,-17,9.0,1029.0,0,12.52,0,0,2011-03-09 12:00:00
10381,10382,2011,3,9,13,17.0,-17,11.0,1028.0,0,18.33,0,0,2011-03-09 13:00:00
10382,10383,2011,3,9,14,16.0,-17,12.0,1026.0,0,25.48,0,0,2011-03-09 14:00:00
10383,10384,2011,3,9,15,24.0,-17,12.0,1025.0,0,34.42,0,0,2011-03-09 15:00:00
10384,10385,2011,3,9,16,17.0,-19,12.0,1024.0,0,43.36,0,0,2011-03-09 16:00:00
10385,10386,2011,3,9,17,12.0,-18,12.0,1024.0,0,52.3,0,0,2011-03-09 17:00:00
10386,10387,2011,3,9,18,12.0,-17,12.0,1023.0,0,57.22,0,0,2011-03-09 18:00:00
10387,10388,2011,3,9,19,18.0,-17,11.0,1024.0,0,59.01,0,0,2011-03-09 19:00:00
10388,10389,2011,3,9,20,34.0,-15,9.0,1024.0,3,4.02,0,0,2011-03-09 20:00:00
10389,10390,2011,3,9,21,35.0,-15,9.0,1024.0,3,7.15,0,0,2011-03-09 21:00:00
10390,10391,2011,3,9,22,36.0,-15,8.0,1024.0,3,8.94,0,0,2011-03-09 22:00:00
10391,10392,2011,3,9,23,46.0,-14,7.0,1023.0,3,12.07,0,0,2011-03-09 23:00:00
10392,10393,2011,3,10,0,66.0,-13,5.0,1023.0,1,1.79,0,0,2011-03-10 00:00:00
10393,10394,2011,3,10,1,51.0,-11,0.0,1024.0,0,1.79,0,0,2011-03-10 01:00:00
10394,10395,2011,3,10,2,58.0,-13,0.0,1024.0,0,4.92,0,0,2011-03-10 02:00:00
10395,10396,2011,3,10,3,79.0,-11,-1.0,1024.0,2,0.89,0,0,2011-03-10 03:00:00
10396,10397,2011,3,10,4,80.0,-11,-1.0,1024.0,0,3.13,0,0,2011-03-10 04:00:00
10397,10398,2011,3,10,5,74.0,-12,-1.0,1024.0,0,4.92,0,0,2011-03-10 05:00:00
10398,10399,2011,3,10,6,72.0,-12,-1.0,1024.0,0,6.71,0,0,2011-03-10 06:00:00
10399,10400,2011,3,10,7,83.0,-11,-2.0,1025.0,1,0.89,0,0,2011-03-10 07:00:00
10400,10401,2011,3,10,8,112.0,-12,3.0,1025.0,1,1.78,0,0,2011-03-10 08:00:00
10401,10402,2011,3,10,9,61.0,-12,7.0,1025.0,2,1.79,0,0,2011-03-10 09:00:00
10402,10403,2011,3,10,10,54.0,-14,10.0,1025.0,2,3.58,0,0,2011-03-10 10:00:00
10403,10404,2011,3,10,11,46.0,-15,12.0,1024.0,1,0.89,0,0,2011-03-10 11:00:00
10404,10405,2011,3,10,12,36.0,-14,13.0,1023.0,1,4.02,0,0,2011-03-10 12:00:00
10405,10406,2011,3,10,13,27.0,-14,14.0,1022.0,0,3.13,0,0,2011-03-10 13:00:00
10406,10407,2011,3,10,14,19.0,-15,16.0,1020.0,0,11.18,0,0,2011-03-10 14:00:00
10407,10408,2011,3,10,15,26.0,-14,16.0,1019.0,0,18.33,0,0,2011-03-10 15:00:00
10408,10409,2011,3,10,16,22.0,-14,16.0,1019.0,0,24.14,0,0,2011-03-10 16:00:00
10409,10410,2011,3,10,17,14.0,-15,16.0,1018.0,0,29.06,0,0,2011-03-10 17:00:00
10410,10411,2011,3,10,18,9.0,-15,13.0,1019.0,0,32.19,0,0,2011-03-10 18:00:00
10411,10412,2011,3,10,19,26.0,-16,10.0,1020.0,0,37.11,0,0,2011-03-10 19:00:00
10412,10413,2011,3,10,20,25.0,-17,10.0,1021.0,2,0.89,0,0,2011-03-10 20:00:00
10413,10414,2011,3,10,21,38.0,-17,8.0,1021.0,2,2.68,0,0,2011-03-10 21:00:00
10414,10415,2011,3,10,22,43.0,-17,9.0,1022.0,0,1.79,0,0,2011-03-10 22:00:00
10415,10416,2011,3,10,23,48.0,-15,6.0,1022.0,2,1.79,0,0,2011-03-10 23:00:00
10416,10417,2011,3,11,0,48.0,-16,6.0,1022.0,0,1.79,0,0,2011-03-11 00:00:00
10417,10418,2011,3,11,1,47.0,-14,2.0,1022.0,1,0.89,0,0,2011-03-11 01:00:00
10418,10419,2011,3,11,2,40.0,-14,1.0,1022.0,0,1.79,0,0,2011-03-11 02:00:00
10419,10420,2011,3,11,3,40.0,-14,1.0,1021.0,0,4.92,0,0,2011-03-11 03:00:00
10420,10421,2011,3,11,4,44.0,-12,0.0,1021.0,1,0.89,0,0,2011-03-11 04:00:00
10421,10422,2011,3,11,5,26.0,-9,-1.0,1021.0,2,0.89,0,0,2011-03-11 05:00:00
10422,10423,2011,3,11,6,26.0,-10,-1.0,1021.0,0,1.79,0,0,2011-03-11 06:00:00
10423,10424,2011,3,11,7,30.0,-13,0.0,1021.0,0,3.58,0,0,2011-03-11 07:00:00
10424,10425,2011,3,11,8,85.0,-12,3.0,1021.0,0,4.47,0,0,2011-03-11 08:00:00
10425,10426,2011,3,11,9,92.0,-12,6.0,1021.0,1,0.89,0,0,2011-03-11 09:00:00
10426,10427,2011,3,11,10,99.0,-13,9.0,1020.0,3,3.13,0,0,2011-03-11 10:00:00
10427,10428,2011,3,11,11,109.0,-13,10.0,1019.0,3,6.26,0,0,2011-03-11 11:00:00
10428,10429,2011,3,11,12,92.0,-13,11.0,1018.0,3,9.39,0,0,2011-03-11 12:00:00
10429,10430,2011,3,11,13,80.0,-14,12.0,1016.0,3,12.52,0,0,2011-03-11 13:00:00
10430,10431,2011,3,11,14,85.0,-13,14.0,1015.0,3,15.65,0,0,2011-03-11 14:00:00
10431,10432,2011,3,11,15,95.0,-11,14.0,1013.0,3,19.67,0,0,2011-03-11 15:00:00
10432,10433,2011,3,11,16,116.0,-9,13.0,1013.0,3,22.8,0,0,2011-03-11 16:00:00
10433,10434,2011,3,11,17,110.0,-7,13.0,1012.0,3,25.93,0,0,2011-03-11 17:00:00
10434,10435,2011,3,11,18,108.0,-7,10.0,1012.0,1,0.89,0,0,2011-03-11 18:00:00
10435,10436,2011,3,11,19,132.0,-7,8.0,1012.0,1,1.78,0,0,2011-03-11 19:00:00
10436,10437,2011,3,11,20,156.0,-7,6.0,1012.0,1,2.67,0,0,2011-03-11 20:00:00
10437,10438,2011,3,11,21,166.0,-6,5.0,1012.0,3,1.79,0,0,2011-03-11 21:00:00
10438,10439,2011,3,11,22,196.0,-5,5.0,1012.0,3,3.58,0,0,2011-03-11 22:00:00
10439,10440,2011,3,11,23,209.0,-6,5.0,1012.0,1,0.89,0,0,2011-03-11 23:00:00
10440,10441,2011,3,12,0,263.0,-6,5.0,1012.0,1,1.78,0,0,2011-03-12 00:00:00
10441,10442,2011,3,12,1,248.0,-5,3.0,1012.0,3,0.89,0,0,2011-03-12 01:00:00
10442,10443,2011,3,12,2,253.0,-3,2.0,1011.0,3,1.78,0,0,2011-03-12 02:00:00
10443,10444,2011,3,12,3,258.0,-4,3.0,1010.0,1,0.45,0,0,2011-03-12 03:00:00
10444,10445,2011,3,12,4,263.0,-4,2.0,1009.0,1,0.9,0,0,2011-03-12 04:00:00
10445,10446,2011,3,12,5,266.0,-3,1.0,1009.0,1,1.35,0,0,2011-03-12 05:00:00
10446,10447,2011,3,12,6,274.0,-5,1.0,1009.0,0,1.79,0,0,2011-03-12 06:00:00
10447,10448,2011,3,12,7,272.0,-5,2.0,1010.0,0,3.58,0,0,2011-03-12 07:00:00
10448,10449,2011,3,12,8,271.0,-4,3.0,1010.0,0,5.37,0,0,2011-03-12 08:00:00
10449,10450,2011,3,12,9,250.0,-5,6.0,1010.0,2,1.79,0,0,2011-03-12 09:00:00
10450,10451,2011,3,12,10,254.0,-5,9.0,1010.0,1,0.89,0,0,2011-03-12 10:00:00
10451,10452,2011,3,12,11,243.0,-5,11.0,1009.0,1,1.78,0,0,2011-03-12 11:00:00
10452,10453,2011,3,12,12,241.0,-4,13.0,1008.0,3,1.79,0,0,2011-03-12 12:00:00
10453,10454,2011,3,12,13,241.0,-3,14.0,1008.0,3,3.58,0,0,2011-03-12 13:00:00
10454,10455,2011,3,12,14,236.0,-3,16.0,1007.0,3,6.71,0,0,2011-03-12 14:00:00
10455,10456,2011,3,12,15,225.0,-3,17.0,1007.0,3,9.84,0,0,2011-03-12 15:00:00
10456,10457,2011,3,12,16,225.0,-3,17.0,1007.0,3,12.97,0,0,2011-03-12 16:00:00
10457,10458,2011,3,12,17,228.0,-3,16.0,1007.0,3,14.76,0,0,2011-03-12 17:00:00
10458,10459,2011,3,12,18,272.0,-3,13.0,1007.0,3,15.65,0,0,2011-03-12 18:00:00
10459,10460,2011,3,12,19,272.0,-2,11.0,1008.0,3,16.54,0,0,2011-03-12 19:00:00
10460,10461,2011,3,12,20,367.0,-2,10.0,1008.0,2,0.89,0,0,2011-03-12 20:00:00
10461,10462,2011,3,12,21,416.0,-1,7.0,1009.0,3,0.89,0,0,2011-03-12 21:00:00
10462,10463,2011,3,12,22,415.0,-2,6.0,1009.0,2,0.89,0,0,2011-03-12 22:00:00
10463,10464,2011,3,12,23,360.0,-2,6.0,1009.0,1,0.89,0,0,2011-03-12 23:00:00
10464,10465,2011,3,13,0,379.0,-3,4.0,1009.0,2,0.89,0,0,2011-03-13 00:00:00
10465,10466,2011,3,13,1,377.0,-2,4.0,1009.0,1,0.89,0,0,2011-03-13 01:00:00
10466,10467,2011,3,13,2,400.0,-2,4.0,1009.0,0,1.79,0,0,2011-03-13 02:00:00
10467,10468,2011,3,13,3,368.0,-2,4.0,1008.0,0,3.58,0,0,2011-03-13 03:00:00
10468,10469,2011,3,13,4,351.0,-3,3.0,1008.0,1,0.89,0,0,2011-03-13 04:00:00
10469,10470,2011,3,13,5,339.0,-2,3.0,1008.0,1,1.78,0,0,2011-03-13 05:00:00
10470,10471,2011,3,13,6,320.0,-3,4.0,1009.0,0,1.79,0,0,2011-03-13 06:00:00
10471,10472,2011,3,13,7,339.0,-2,4.0,1010.0,0,3.58,0,0,2011-03-13 07:00:00
10472,10473,2011,3,13,8,332.0,-2,6.0,1010.0,0,7.6,0,0,2011-03-13 08:00:00
10473,10474,2011,3,13,9,318.0,-2,9.0,1011.0,0,10.73,0,0,2011-03-13 09:00:00
10474,10475,2011,3,13,10,267.0,-3,13.0,1012.0,0,14.75,0,0,2011-03-13 10:00:00
10475,10476,2011,3,13,11,164.0,-4,15.0,1012.0,0,19.67,0,0,2011-03-13 11:00:00
10476,10477,2011,3,13,12,42.0,-5,18.0,1012.0,0,25.48,0,0,2011-03-13 12:00:00
10477,10478,2011,3,13,13,27.0,-6,19.0,1012.0,0,32.63,0,0,2011-03-13 13:00:00
10478,10479,2011,3,13,14,31.0,-6,19.0,1011.0,0,39.78,0,0,2011-03-13 14:00:00
10479,10480,2011,3,13,15,25.0,-6,18.0,1012.0,0,48.72,0,0,2011-03-13 15:00:00
10480,10481,2011,3,13,16,24.0,-6,17.0,1013.0,0,57.66,0,0,2011-03-13 16:00:00
10481,10482,2011,3,13,17,20.0,-6,15.0,1015.0,2,8.05,0,0,2011-03-13 17:00:00
10482,10483,2011,3,13,18,16.0,-9,12.0,1018.0,2,17.88,0,0,2011-03-13 18:00:00
10483,10484,2011,3,13,19,16.0,-11,10.0,1020.0,2,27.71,0,0,2011-03-13 19:00:00
